postcode	suburb	no_permits	opacity	type	cost_of_works
3725	CHESNEY VALE	7	0.0140	Rural	523767
3726	DEVENISH	5	0.0100	Rural	167490
3727	ALMONDS	4	0.0080	Rural	323086
3728	TUNGAMAH	12	0.0240	Rural	614018
3730	BATHUMI	319	0.6380	Rural	36968487
3732	MOYHU	8	0.0160	Rural	1263287
3735	BOWMANS FOREST	6	0.0120	Rural	324049
3736	MYRTLEFORD	7	0.0140	Rural	583055
3737	ABBEYARD	74	0.1480	Rural	10716234
3738	OVENS	3	0.0060	Rural	31885
3739	EUROBIN	8	0.0160	Rural	1401456
3740	BUCKLAND	28	0.0560	Rural	2729321
3741	BRIGHT	69	0.1380	Rural	9195286
3744	WANDILIGONG	17	0.0340	Rural	1665705
3746	ELDORADO	9	0.0180	Rural	363202
3747	BEECHWORTH	135	0.2700	Rural	15258675
3749	BRUARONG	51	0.1020	Rural	3092570
3750	WOLLERT	398	0.7960	Metropolitan	88761890
3752	MORANG SOUTH	431	0.8620	Metropolitan	102758483
3753	BEVERIDGE	126	0.2520	Metropolitan	28978602
3754	DOREEN	2017	4.0340	Metropolitan	434982904
3755	YAN YEAN	1	0.0020	Metropolitan	150000
3756	CHINTIN	361	0.7220	Metropolitan	61859055
3757	EDEN PARK	258	0.5160	Metropolitan	37470426
3758	HEATHCOTE JUNCTION	48	0.0960	Metropolitan	4994628
3759	PANTON HILL	16	0.0320	Metropolitan	4434240
3760	SMITHS GULLY	5	0.0100	Metropolitan	158150
3761	ST ANDREWS	26	0.0520	Metropolitan	2612342
3762	BYLANDS	4	0.0080	Rural	219080
3763	KINGLAKE	72	0.1440	Metropolitan	12705776
3764	FORBES	211	0.4220	Rural	37527832
3765	MONTROSE	79	0.1580	Metropolitan	7555448
3766	KALORAMA	18	0.0360	Metropolitan	1059949
3767	MOUNT DANDENONG	16	0.0320	Metropolitan	1648254
3770	COLDSTREAM	54	0.1080	Metropolitan	8133572
3775	CHRISTMAS HILLS	97	0.1940	Metropolitan	13480657
3777	BADGER CREEK	184	0.3680	Metropolitan	38766257
3778	NARBETHONG	5	0.0100	Rural	2469756
3779	MARYSVILLE	82	0.1640	Metropolitan	26657202
3781	COCKATOO	49	0.0980	Metropolitan	3092667
3782	AVONSLEIGH	106	0.2120	Metropolitan	8522650
3783	GEMBROOK	55	0.1100	Metropolitan	8126326
3786	FERNY CREEK	19	0.0380	Metropolitan	1615405
3787	SASSAFRAS	10	0.0200	Metropolitan	2044663
3788	OLINDA	27	0.0540	Metropolitan	3807226
3789	SHERBROOKE	6	0.0120	Metropolitan	786694
3791	KALLISTA	16	0.0320	Metropolitan	1498219
3792	THE PATCH	13	0.0260	Metropolitan	2303759
3793	MONBULK	49	0.0980	Metropolitan	4429171
3795	SILVAN	19	0.0380	Metropolitan	3410299
3796	MOUNT EVELYN	145	0.2900	Metropolitan	12829517
3797	GLADYSDALE	67	0.1340	Metropolitan	8093672
3799	BIG PATS CREEK	69	0.1380	Metropolitan	6464686
3800	MONASH UNIVERSITY	2	0.0040	Metropolitan	61720335
3802	ENDEAVOUR HILLS	156	0.3120	Metropolitan	8597580
3803	HALLAM	103	0.2060	Metropolitan	40720906
3804	NARRE WARREN EAST	147	0.2940	Metropolitan	21875131
3805	FOUNTAIN GATE	544	1.0880	Metropolitan	152158040
3806	BERWICK	534	1.0680	Metropolitan	103174090
3807	BEACONSFIELD	136	0.2720	Metropolitan	17253922
3808	BEACONSFIELD UPPER	49	0.0980	Metropolitan	4332368
3809	OFFICER	250	0.5000	Metropolitan	59043504
3810	PAKENHAM	1553	3.1060	Metropolitan	353514890
3812	MARYKNOLL	40	0.0800	Metropolitan	4974353
3813	TYNONG	10	0.0200	Metropolitan	1038719
3814	CORA LYNN	40	0.0800	Metropolitan	7034771
3815	BUNYIP	68	0.1360	Metropolitan	14854097
3816	LABERTOUCHE	117	0.2340	Metropolitan	18301240
3818	ATHLONE	426	0.8520	Rural	66168202
3820	BONA VISTA	399	0.7980	Rural	47519476
3821	BRANDY CREEK	96	0.1920	Rural	9608064
3822	CLOVERLEA	14	0.0280	Rural	1398460
3823	ALLAMBEE	73	0.1460	Rural	8819777
3824	CHILDERS	95	0.1900	Rural	10736150
3825	ABERFELDY	310	0.6200	Rural	36377174
3831	NEERIM	39	0.0780	Rural	4112462
3832	NAYOOK	9	0.0180	Rural	291738
3833	NOOJEE	8	0.0160	Rural	466029
3835	THORPDALE	7	0.0140	Rural	407376
3840	DRIFFIELD	222	0.4440	Rural	26803587
3842	CHURCHILL	68	0.1360	Rural	7545113
3844	BLACKWARRY	525	1.0500	Rural	72471505
3847	NAMBROK	52	0.1040	Rural	6050656
3850	SALE	294	0.5880	Rural	32863290
3851	AIRLY	172	0.3440	Rural	15094291
3852	EAST SALE	1	0.0020	Rural	8500
3853	SALE	3	0.0060	Rural	184800
3854	GLENGARRY	12	0.0240	Rural	1069046
3856	TOONGABBIE	25	0.0500	Rural	2595615
3857	COWWARR	6	0.0120	Rural	384450
3858	DAWSON	62	0.1240	Rural	9566318
3859	MAFFRA WEST UPPER	12	0.0240	Rural	584735
3860	BOISDALE	156	0.3120	Rural	12881365
3862	DARGO	81	0.1620	Rural	8310073
3864	FERNBANK	5	0.0100	Rural	522340
3865	LINDENOW	11	0.0220	Rural	2474449
3869	JUMBUK	45	0.0900	Rural	6930184
3870	BOOLARRA	27	0.0540	Rural	1607320
3871	ALLAMBEE SOUTH	60	0.1200	Rural	7892092
3873	GORMANDALE	5	0.0100	Rural	164150
3874	MCLOUGHLINS BEACH	24	0.0480	Rural	1444989
3875	BAIRNSDALE	456	0.9120	Metropolitan	69380685
3878	EAGLE POINT	34	0.0680	Rural	5726325
3880	BOOLE POOLE	111	0.2220	Rural	18476791
3882	NICHOLSON	18	0.0360	Rural	1524618
3885	BRUTHEN	44	0.0880	Rural	2605152
3886	NEWMERELLA	1	0.0020	Rural	40000
3887	LAKE TYERS	10	0.0200	Rural	620595
3888	BENDOC	75	0.1500	Rural	4907208
3889	BEMM RIVER	4	0.0080	Rural	68200
3890	CANN RIVER	8	0.0160	Rural	859820
3892	MALLACOOTA	30	0.0600	Rural	3619124
3893	TAMBO CROSSING	1	0.0020	Rural	27500
3895	ENSAY	3	0.0060	Rural	59700
3896	BINDI	3	0.0060	Rural	151000
3898	CASSILIS	29	0.0580	Rural	3746318
3900	BENAMBRA	3	0.0060	Rural	171400
3902	JOHNSONVILLE	8	0.0160	Rural	481881
3903	SWAN REACH	14	0.0280	Rural	1783229
3904	METUNG	50	0.1000	Rural	7690422
3909	KALIMNA	195	0.3900	Rural	22605195
3910	LANGWARRIN	276	0.5520	Metropolitan	33745964
3911	BAXTER	31	0.0620	Metropolitan	2713697
3912	PEARCEDALE	224	0.4480	Metropolitan	23376849
3913	TYABB	43	0.0860	Metropolitan	3912225
3915	HASTINGS	159	0.3180	Metropolitan	34239305
3916	MERRICKS	38	0.0760	Metropolitan	8675508
3918	BITTERN	67	0.1340	Metropolitan	5257193
3919	CRIB POINT	51	0.1020	Metropolitan	5813706
3921	FRENCH ISLAND	1	0.0020	Rural	30000
3922	COWES	393	0.7860	Metropolitan	67825505
3923	RHYLL	25	0.0500	Metropolitan	3003328
3925	CAPE WOOLAMAI	140	0.2800	Metropolitan	15895854
3926	BALNARRING	100	0.2000	Metropolitan	18991343
3927	SOMERS	57	0.1140	Metropolitan	11164142
3928	MAIN RIDGE	22	0.0440	Metropolitan	4649790
3929	FLINDERS	69	0.1380	Metropolitan	23903182
3930	MOUNT ELIZA	334	0.6680	Metropolitan	48164476
3931	MORNINGTON	420	0.8400	Metropolitan	104671896
3933	MOOROODUC	23	0.0460	Metropolitan	1572795
3934	MOUNT MARTHA	423	0.8460	Metropolitan	76022307
3936	ARTHURS SEAT	344	0.6880	Metropolitan	65544092
3937	RED HILL	45	0.0900	Metropolitan	6384892
3938	MCCRAE	95	0.1900	Metropolitan	14896870
3939	BONEO	341	0.6820	Metropolitan	57058904
3940	ROSEBUD WEST	118	0.2360	Metropolitan	20060264
3941	RYE	338	0.6760	Metropolitan	44206081
3942	BLAIRGOWRIE	142	0.2840	Metropolitan	20114715
3943	SORRENTO	152	0.3040	Metropolitan	44999751
3944	PORTSEA	95	0.1900	Metropolitan	30543775
3945	JEETHO	22	0.0440	Rural	1833807
3946	BENA	5	0.0100	Rural	752090
3950	KARDELLA SOUTH	104	0.2080	Metropolitan	14852879
3951	ARAWATA	21	0.0420	Rural	1795412
3953	BERRYS CREEK	178	0.3560	Rural	22324785
3954	KOONWARRA	3	0.0060	Rural	542425
3956	DUMBALK	117	0.2340	Rural	14360251
3957	STONY CREEK	3	0.0060	Rural	128050
3958	BUFFALO	5	0.0100	Rural	628004
3959	FISH CREEK	51	0.1020	Rural	8512293
3960	FOSTER	65	0.1300	Rural	6699503
3962	AGNES	18	0.0360	Rural	1570517
3964	PORT FRANKLIN	3	0.0060	Rural	656972
3965	PORT WELSHPOOL	9	0.0180	Rural	976155
3966	BINGINWARRI	13	0.0260	Rural	1150169
3967	HEDLEY	3	0.0060	Rural	33676
3971	ALBERTON	96	0.1920	Rural	6293047
3975	LYNBROOK	193	0.3860	Metropolitan	60645230
3976	HAMPTON PARK	184	0.3680	Metropolitan	19648024
3977	BOTANIC RIDGE	2029	4.0580	Metropolitan	379036506
3978	CARDINIA	286	0.5720	Metropolitan	61964760
3979	ALMURTA	9	0.0180	Rural	1101510
3980	BLIND BIGHT	46	0.0920	Metropolitan	4757888
3981	BAYLES	89	0.1780	Metropolitan	18055822
3984	CALDERMEADE	143	0.2860	Metropolitan	19329863
3987	NYORA	28	0.0560	Rural	1979173
3988	MOUNTAIN VIEW	29	0.0580	Rural	3683995
3990	GLEN FORBES	2	0.0040	Rural	310435
3991	BASS	13	0.0260	Rural	1552158
3992	DALYSTON	28	0.0560	Rural	53585290
3995	CAPE PATERSON	277	0.5540	Metropolitan	35039435
3996	INVERLOCH	237	0.4740	Metropolitan	35445158
8002	EAST MELBOURNE	7	0.0140	Metropolitan	22304172
8012	DOCKLANDS	1	0.0020	Metropolitan	360000
8627	CAMBERWELL	15	0.0300	Metropolitan	793289
