postcode	suburb	no_permits	opacity	type	cost_of_works
3720	BONNIE DOON	36	0.0720	Rural	3475820
3722	BARWITE	100	0.2000	Rural	15424451
3723	ARCHERTON	112	0.2240	Rural	18443253
3724	MANSFIELD	48	0.0960	Metropolitan	5372403
3725	CHESNEY VALE	5	0.0100	Rural	556060
3726	BUNGEET	9	0.0180	Rural	1192267
3727	YUNDOOL	1	0.0020	Rural	101605
3728	TUNGAMAH	12	0.0240	Rural	630334
3730	BATHUMI	257	0.5140	Metropolitan	31269356
3732	MOYHU	3	0.0060	Rural	158114
3733	WHITFIELD	5	0.0100	Rural	295633
3735	BOWMANS FOREST	7	0.0140	Rural	1318515
3736	MYRTLEFORD	6	0.0120	Rural	521671
3737	ABBEYARD	97	0.1940	Rural	9033749
3738	OVENS	7	0.0140	Rural	743459
3739	EUROBIN	9	0.0180	Rural	820184
3740	BUCKLAND	33	0.0660	Rural	1804146
3741	BRIGHT	106	0.2120	Metropolitan	14596847
3744	WANDILIGONG	16	0.0320	Rural	1401285
3746	ELDORADO	6	0.0120	Rural	293740
3747	BEECHWORTH	96	0.1920	Metropolitan	9517096
3749	YACKANDANDAH	39	0.0780	Metropolitan	4628019
3750	WOLLERT	567	1.1340	Metropolitan	125156409
3751	WOODSTOCK	1	0.0020	Metropolitan	86051
3752	MORANG SOUTH	282	0.5640	Metropolitan	70970577
3753	BEVERIDGE	102	0.2040	Metropolitan	19513142
3754	DOREEN	1523	3.0460	Metropolitan	291219678
3755	YAN YEAN	2	0.0040	Metropolitan	203910
3756	CHINTIN	366	0.7320	Metropolitan	66104300
3757	EDEN PARK	180	0.3600	Metropolitan	36409875
3758	HEATHCOTE JUNCTION	33	0.0660	Rural	6283740
3759	PANTON HILL	18	0.0360	Metropolitan	1283934
3760	SMITHS GULLY	8	0.0160	Metropolitan	552885
3761	ST ANDREWS	17	0.0340	Metropolitan	1420375
3762	BYLANDS	3	0.0060	Rural	314000
3763	KINGLAKE	58	0.1160	Metropolitan	7713777
3764	FORBES	186	0.3720	Metropolitan	18675183
3765	MONTROSE	84	0.1680	Metropolitan	5918342
3766	KALORAMA	13	0.0260	Metropolitan	1106425
3767	MOUNT DANDENONG	16	0.0320	Metropolitan	828787
3770	COLDSTREAM	52	0.1040	Metropolitan	10237806
3775	CHRISTMAS HILLS	64	0.1280	Metropolitan	9484169
3777	BADGER CREEK	144	0.2880	Metropolitan	26345003
3778	NARBETHONG	6	0.0120	Rural	513000
3779	MARYSVILLE	59	0.1180	Rural	13561312
3781	COCKATOO	42	0.0840	Metropolitan	3375862
3782	AVONSLEIGH	101	0.2020	Metropolitan	8629222
3783	GEMBROOK	33	0.0660	Metropolitan	5073088
3785	TREMONT	1	0.0020	Metropolitan	167090
3786	FERNY CREEK	17	0.0340	Metropolitan	1814514
3787	SASSAFRAS	21	0.0420	Metropolitan	1448041
3788	OLINDA	18	0.0360	Metropolitan	1731934
3789	SHERBROOKE	4	0.0080	Metropolitan	983943
3791	KALLISTA	15	0.0300	Metropolitan	1319616
3792	THE PATCH	12	0.0240	Metropolitan	1544303
3793	MONBULK	40	0.0800	Metropolitan	11250145
3795	SILVAN	16	0.0320	Metropolitan	2401275
3796	MOUNT EVELYN	136	0.2720	Metropolitan	17879029
3797	GLADYSDALE	71	0.1420	Metropolitan	9264966
3799	EAST WARBURTON	70	0.1400	Metropolitan	4899827
3800	MONASH UNIVERSITY	1	0.0020	Metropolitan	90000
3802	ENDEAVOUR HILLS	128	0.2560	Metropolitan	12358166
3803	HALLAM	92	0.1840	Metropolitan	30632298
3804	NARRE WARRE NORTH	150	0.3000	Metropolitan	25799441
3805	FOUNTAIN GATE	656	1.3120	Metropolitan	80102457
3806	BERWICK	479	0.9580	Metropolitan	64230211
3807	BEACONSFIELD	101	0.2020	Metropolitan	13012306
3808	BEACONSFIELD UPPER	42	0.0840	Metropolitan	3973601
3809	OFFICER	309	0.6180	Metropolitan	100660062
3810	PAKENHAM	1073	2.1460	Metropolitan	200887706
3812	MARYKNOLL	29	0.0580	Metropolitan	2344093
3813	TYNONG	15	0.0300	Metropolitan	4718345
3814	CORA LYNN	42	0.0840	Metropolitan	4541153
3815	BUNYIP	59	0.1180	Metropolitan	5917063
3816	LABERTOUCHE	84	0.1680	Metropolitan	9321399
3818	ATHLONE	393	0.7860	Rural	52642753
3820	BONA VISTA	393	0.7860	Rural	62289437
3821	BRANDY CREEK	68	0.1360	Rural	5496896
3822	CLOVERLEA	12	0.0240	Rural	1046780
3823	YARRAGON	59	0.1180	Rural	4641626
3824	NARRACAN	87	0.1740	Rural	10628471
3825	CARINGAL	246	0.4920	Rural	16730975
3831	NEERIM	31	0.0620	Rural	2485488
3832	NAYOOK	4	0.0080	Rural	911399
3833	BAW BAW	6	0.0120	Rural	833303
3835	THORPDALE	8	0.0160	Rural	1241480
3840	DRIFFIELD	227	0.4540	Rural	21923345
3842	CHURCHILL	41	0.0820	Rural	3817219
3844	CALLIGNEE	532	1.0640	Rural	88494906
3847	HIAMDALE	35	0.0700	Rural	2879949
3850	SALE	288	0.5760	Rural	31395211
3851	AIRLY	187	0.3740	Rural	16746833
3853	SALE	1	0.0020	Rural	280000
3854	GLENGARRY	28	0.0560	Rural	1490056
3856	TOONGABBIE	27	0.0540	Rural	1748996
3857	COWWARR	2	0.0040	Rural	176998
3858	DAWSON	76	0.1520	Rural	5550538
3859	MAFFRA WEST UPPER	16	0.0320	Rural	2464210
3860	BOISDALE	161	0.3220	Rural	12740617
3862	CROOKED RIVER	85	0.1700	Rural	9396734
3864	FERNBANK	2	0.0040	Rural	42000
3865	LINDENOW	13	0.0260	Rural	1138199
3869	YINNAR	38	0.0760	Rural	3111621
3870	BOOLARRA	17	0.0340	Rural	1838893
3871	BAROMI	55	0.1100	Rural	10178275
3873	GORMANDALE	3	0.0060	Rural	20200
3874	MCLOUGHLINS BEACH	22	0.0440	Rural	786575
3875	BAIRNSDALE	412	0.8240	Metropolitan	54191358
3878	EAGLE POINT	24	0.0480	Rural	2630077
3880	BOOLE POOLE	144	0.2880	Rural	24174445
3882	NICHOLSON	18	0.0360	Rural	743549
3885	BRUTHEN	31	0.0620	Rural	1494677
3886	NEWMERELLA	7	0.0140	Rural	295845
3887	LAKE TYERS	8	0.0160	Rural	545516
3888	BENDOC	57	0.1140	Metropolitan	8711765
3889	BEMM RIVER	3	0.0060	Rural	59560
3890	CANN RIVER	5	0.0100	Rural	916907
3891	GENOA	2	0.0040	Rural	32500
3892	MALLACOOTA	27	0.0540	Rural	2431233
3895	ENSAY	2	0.0040	Rural	42985
3896	SWIFTS CREEK	1	0.0020	Rural	40000
3898	ANGLERS REST	15	0.0300	Rural	1401769
3900	BENAMBRA	2	0.0040	Rural	42000
3902	JOHNSONVILLE	5	0.0100	Rural	960629
3903	SWAN REACH	22	0.0440	Rural	2691465
3904	METUNG	58	0.1160	Rural	9612094
3909	KALIMNA	178	0.3560	Rural	20961190
3910	LANGWARRIN	308	0.6160	Metropolitan	42078267
3911	BAXTER	33	0.0660	Metropolitan	2755849
3912	PEARCEDALE	189	0.3780	Metropolitan	21014653
3913	TYABB	58	0.1160	Metropolitan	18858980
3915	HASTINGS	149	0.2980	Metropolitan	20355242
3916	MERRICKS	44	0.0880	Metropolitan	17570730
3918	BITTERN	69	0.1380	Metropolitan	6772239
3919	CRIB POINT	53	0.1060	Metropolitan	11312338
3922	COWES	385	0.7700	Metropolitan	65700868
3923	RHYLL	22	0.0440	Metropolitan	1812678
3925	CAPE WOOLAMAI	102	0.2040	Metropolitan	10520018
3926	BALNARRING	104	0.2080	Metropolitan	18058100
3927	SOMERS	53	0.1060	Metropolitan	9633768
3928	MAIN RIDGE	27	0.0540	Metropolitan	7181176
3929	FLINDERS	80	0.1600	Metropolitan	22981410
3930	MOUNT ELIZA	303	0.6060	Metropolitan	59871693
3931	MORNINGTON	387	0.7740	Metropolitan	126940499
3933	MOOROODUC	25	0.0500	Metropolitan	2555136
3934	MOUNT MARTHA	366	0.7320	Metropolitan	55011748
3936	ARTHURS SEAT	286	0.5720	Metropolitan	55623655
3937	RED HILL	38	0.0760	Metropolitan	9841909
3938	MCCRAE	92	0.1840	Metropolitan	14975730
3939	BONEO	332	0.6640	Metropolitan	40500217
3940	ROSEBUD WEST	52	0.1040	Metropolitan	9968578
3941	RYE	311	0.6220	Metropolitan	36165244
3942	BLAIRGOWRIE	159	0.3180	Metropolitan	28970115
3943	SORRENTO	159	0.3180	Metropolitan	35404773
3944	PORTSEA	87	0.1740	Metropolitan	38134171
3945	JEETHO	13	0.0260	Metropolitan	968675
3946	BENA	3	0.0060	Metropolitan	45000
3950	KARDELLA SOUTH	114	0.2280	Rural	16234357
3951	ARAWATA	19	0.0380	Rural	1724543
3953	BERRYS CREEK	148	0.2960	Rural	56245452
3954	KOONWARRA	7	0.0140	Rural	903910
3956	DUMBALK	108	0.2160	Rural	12593148
3957	STONY CREEK	6	0.0120	Rural	350588
3958	BUFFALO	6	0.0120	Rural	421219
3959	FISH CREEK	54	0.1080	Rural	5996460
3960	BENNISON	73	0.1460	Rural	17366671
3962	AGNES	47	0.0940	Rural	2595942
3964	PORT FRANKLIN	4	0.0080	Rural	295529
3965	PORT WELSHPOOL	12	0.0240	Rural	784418
3966	BINGINWARRI	5	0.0100	Rural	256087
3967	HEDLEY	2	0.0040	Rural	58000
3971	ALBERTON	102	0.2040	Rural	6752843
3975	LYNBROOK	288	0.5760	Metropolitan	66297477
3976	HAMPTON PARK	163	0.3260	Metropolitan	23355037
3977	BOTANIC RIDGE	1839	3.6780	Metropolitan	333421731
3978	CARDINIA	528	1.0560	Metropolitan	121167174
3979	ALMURTA	9	0.0180	Rural	830121
3980	BLIND BIGHT	43	0.0860	Metropolitan	2643588
3981	BAYLES	71	0.1420	Metropolitan	6279984
3984	ADAMS ESTATE	103	0.2060	Metropolitan	10697695
3987	NYORA	27	0.0540	Rural	2258901
3988	MOUNTAIN VIEW	16	0.0320	Rural	1903814
3990	GLEN FORBES	2	0.0040	Rural	185500
3991	BASS	7	0.0140	Rural	264100
3992	DALYSTON	27	0.0540	Rural	2490829
3995	ANDERSON	252	0.5040	Metropolitan	42784743
3996	INVERLOCH	189	0.3780	Rural	40353048
8002	EAST MELBOURNE	1	0.0020	Metropolitan	7000
8012	DOCKLANDS	4	0.0080	Metropolitan	383380
8576	IVANHOE	1	0.0020	Metropolitan	100000
8627	CAMBERWELL	2	0.0040	Metropolitan	104500
8873	PORT MELBOURNE	1	0.0020	Metropolitan	50000
